9728	https://scholar.google.com/citations?user=vd3Vx5UAAAAJ
10268	https://scholar.google.com/citations?user=ILk0MOsAAAAJ
10323	https://scholar.google.com/citations?user=yWpAJTwAAAAJ
5615	https://scholar.google.com/citations?user=VF8j3GsAAAAJ
7758	https://scholar.google.com/citations?user=5malfPgAAAAJ
2580	https://scholar.google.com/citations?user=Arc6J_UAAAAJ
2391	https://scholar.google.com/citations?user=c2f1JvkAAAAJ
5614	https://scholar.google.com/citations?user=tUryZAYAAAAJ
8332	https://scholar.google.com/citations?user=EkkRoA8AAAAJ
4768	https://scholar.google.com/citations?user=lY0-gswAAAAJ
11462	https://scholar.google.com/citations?user=pqUVuMUAAAAJ
8393	https://scholar.google.com/citations?user=42vVVM0AAAAJ
9305	https://scholar.google.com/citations?user=CGWqPicAAAAJ
10022	https://scholar.google.com/citations?user=Hg9PMfkAAAAJ
6134	https://scholar.google.com/citations?user=vsqD-s8AAAAJ
9117	https://scholar.google.com/citations?user=6XP30gYAAAAJ
5441	https://scholar.google.com/citations?user=9oGxssMAAAAJ
10204	https://scholar.google.com/citations?user=v54yrg4AAAAJ
5067	https://scholar.google.com/citations?user=TWq7IDgAAAAJ
6856	https://scholar.google.com.my/citations?user=0yXIHYUAAAAJ
9705	https://scholar.google.com.my/citations?user=KmrGi5oAAAAJ
10601	https://scholar.google.com.my/citations?user=3nIXElMAAAAJ
12070	https://scholar.google.com.my/citations?user=rF0FiZYAAAAJ
13736	https://scholar.google.com/citations?user=izX7Cx4AAAAJ
14503	https://scholar.google.com/citations?user=KtpkC_sAAAAJ
14074	https://scholar.google.com/citations?user=8iUN_SAAAAAJ
13921	https://scholar.google.com/citations?user=VSfLc0IAAAAJ
13959	https://scholar.google.com/citations?user=hBEg34AAAAAJ
12616	https://scholar.google.com/citations?user=Q50dFDsAAAAJ
14472	https://scholar.google.com/citations?user=6Q7BkN4AAAAJ
14141	https://scholar.google.com/citations?user=THMYIdEAAAAJ
14504	https://scholar.google.com/citations?user=O71jkqIAAAAJ
13968	https://scholar.google.com/citations?user=9eNqg0sAAAAJ
14073	https://scholar.google.com/citations?user=3p9x4WcAAAAJ
5211	https://scholar.google.com/citations?user=OjWcovIAAAAJ
14247	https://scholar.google.com/citations?user=VfbskfQAAAAJ
12692	https://scholar.google.com/citations?user=2b7H-F8AAAAJ
4263	https://scholar.google.com/citations?user=_5o0Xy8AAAAJ
14135	https://scholar.google.com/citations?user=nXcJbrgAAAAJ
14192	https://scholar.google.com/citations?user=f03id-wAAAAJ
13938	https://scholar.google.com/citations?user=sOVUQRkAAAAJ
4972	https://scholar.google.com/citations?user=5PWs_ggAAAAJ
9576	https://scholar.google.com/citations?user=Uj6VNUkAAAAJ
7309	https://scholar.google.com/citations?user=oGg3d_QAAAAJ
8021	https://scholar.google.com/citations?user=SQjJ4vwAAAAJ
8972	https://scholar.google.com/citations?user=hvmI40UAAAAJ
10445	https://scholar.google.com/citations?user=yK1XPUoAAAAJ
1306	https://scholar.google.com/citations?user=iLL50SQAAAAJ
8446	https://scholar.google.com/citations?user=YFiMp2MAAAAJ
5164	https://scholar.google.com/citations?user=uRAeeTUAAAAJ
7647	https://scholar.google.com/citations?user=nkEqbd8AAAAJ
5046	https://scholar.google.com/citations?user=vB9jsBkAAAAJ
11868	https://scholar.google.com/citations?user=oUtM3twAAAAJ
7521	https://scholar.google.com/citations?user=6RjYBOsAAAAJ
9090	https://scholar.google.com/citations?user=TZmzaW4AAAAJ
9740	https://scholar.google.com/citations?user=w1AHw6IAAAAJ
11259	https://scholar.google.com/citations?user=pD0rJxwAAAAJ
5221	https://scholar.google.com/citations?user=B5Hg-aIAAAAJ
7669	https://scholar.google.com/citations?user=-LDhw0kAAAAJ
11776	https://scholar.google.com/citations?user=euXFPQ4AAAAJ
11500	https://scholar.google.com/citations?user=oZwXLhwAAAAJ
8529	https://scholar.google.com/citations?user=6o0Fw-EAAAAJ
9050	https://scholar.google.com/citations?user=8ytvL4QAAAAJ
6627	https://scholar.google.com/citations?user=igf4FvUAAAAJ
8724	https://scholar.google.com/citations?user=GPr60f4AAAAJ
5550	https://scholar.google.com/citations?user=Lh49yWMAAAAJ
7027	https://scholar.google.com/citations?user=wJzT0FMAAAAJ
6138	https://scholar.google.com/citations?user=UL-QrMQAAAAJ
8369	https://scholar.google.com/citations?user=nFrRnNYAAAAJ
4811	https://scholar.google.com/citations?user=NPgBVUoAAAAJ
9123	https://scholar.google.com/citations?user=xxKfX10AAAAJ
9724	https://scholar.google.com/citations?user=1mWUDnAAAAAJ
14003	https://scholar.google.com/citations?user=FssSoikAAAAJ
9554	https://scholar.google.com/citations?user=0J6wBXAAAAAJ
8731	https://scholar.google.com/citations?user=l1uxHXMAAAAJ
8420	https://scholar.google.com/citations?user=SGXzyoQAAAAJ
8456	https://scholar.google.com/citations?user=0HKletgAAAAJ
10610	https://scholar.google.com/citations?user=-qlDM10AAAAJ
9989	https://scholar.google.com/citations?user=F9h6bQUAAAAJ
11509	https://scholar.google.com/citations?user=m_XJYmUAAAAJ
4138	https://scholar.google.com/citations?user=BUqGGP0AAAAJ
13761	https://scholar.google.com/citations?user=m2-sWrUAAAAJ
9173	https://scholar.google.com/citations?user=zgtbkyUAAAAJ
10682	https://scholar.google.com/citations?user=e01m-NAAAAAJ
12124	https://scholar.google.com/citations?user=37hlWEYAAAAJ
7623	https://scholar.google.com/citations?user=Fds2H10AAAAJ
8979	https://scholar.google.com/citations?user=v9OH2-wAAAAJ
7030	https://scholar.google.com/citations?user=exQArVYAAAAJ
7122	https://scholar.google.com/citations?user=MtnVgIUAAAAJ
2566	https://scholar.google.com/citations?user=X_paVyIAAAAJ
10372	https://scholar.google.com/citations?user=l25uzE8AAAAJ
4590	https://scholar.google.com/citations?user=pVNu86oAAAAJ
2197	https://scholar.google.com/citations?user=JO94aGEAAAAJ
5765	https://scholar.google.com/citations?user=JpMwJioAAAAJ
13572	https://scholar.google.com/citations?user=f37fg9QAAAAJ
10240	https://scholar.google.com/citations?user=b1BG9IAAAAAJ
8134	https://scholar.google.com/citations?user=JxxwSL0AAAAJ
2523	https://scholar.google.com/citations?user=vTKhp-sAAAAJ
4156	https://scholar.google.com/citations?user=Q9LveEIAAAAJ
6063	https://scholar.google.com/citations?user=s59AT40AAAAJ
11806	https://scholar.google.com/citations?user=VJbCoSEAAAAJ
10122	https://scholar.google.com/citations?user=-fqOJ1QAAAAJ
10145	https://scholar.google.com/citations?user=SLLSknMAAAAJ
2077	https://scholar.google.com/citations?user=HBUMI0MAAAAJ
5522	https://scholar.google.com/citations?user=vfqfvjwAAAAJ
10525	https://scholar.google.com/citations?user=CUG6jXkAAAAJ
13402	https://scholar.google.com/citations?user=FDw7sroAAAAJ
7121	https://scholar.google.com/citations?user=L3C98rsAAAAJ
11343	https://scholar.google.com/citations?user=ziVk4RIAAAAJ
